interaction_id,DRUG_NAME,TARGET_NAME,TARGET_CLASS,ACTION_TYPE,interaction_text
184,acetylsalicylic acid,prostaglandin g/h synthase 1,enzyme,INHIBITOR,Drug: acetylsalicylic acid | Target: prostaglandin g/h synthase 1 | Type: enzyme | Action: INHIBITOR
185,acetylsalicylic acid,acidic phospholipase a2 3,enzyme,,Drug: acetylsalicylic acid | Target: acidic phospholipase a2 3 | Type: enzyme | Action: nan
186,acetylsalicylic acid,gamma-glutamyltranspeptidase 1,enzyme,,Drug: acetylsalicylic acid | Target: gamma-glutamyltranspeptidase 1 | Type: enzyme | Action: nan
187,acetylsalicylic acid,prostaglandin g/h synthase 1,enzyme,,Drug: acetylsalicylic acid | Target: prostaglandin g/h synthase 1 | Type: enzyme | Action: nan
188,acetylsalicylic acid,prostaglandin g/h synthase 2,enzyme,,Drug: acetylsalicylic acid | Target: prostaglandin g/h synthase 2 | Type: enzyme | Action: nan
189,acetylsalicylic acid,prostaglandin g/h synthase 1,enzyme,,Drug: acetylsalicylic acid | Target: prostaglandin g/h synthase 1 | Type: enzyme | Action: nan
190,acetylsalicylic acid,acid-sensing ion channel 3,ion channel,BLOCKER,Drug: acetylsalicylic acid | Target: acid-sensing ion channel 3 | Type: ion channel | Action: BLOCKER
191,acetylsalicylic acid,nicotinate phosphoribosyltransferase,enzyme,,Drug: acetylsalicylic acid | Target: nicotinate phosphoribosyltransferase | Type: enzyme | Action: nan
192,acipimox,hydroxycarboxylic acid receptor 2,gpcr,AGONIST,Drug: acipimox | Target: hydroxycarboxylic acid receptor 2 | Type: gpcr | Action: AGONIST
193,acitretin,retinoic acid receptor alpha,nuclear hormone receptor,AGONIST,Drug: acitretin | Target: retinoic acid receptor alpha | Type: nuclear hormone receptor | Action: AGONIST
194,acitretin,bile salt export pump,transporter,,Drug: acitretin | Target: bile salt export pump | Type: transporter | Action: nan
195,acitretin,retinoic acid receptor gamma,nuclear hormone receptor,AGONIST,Drug: acitretin | Target: retinoic acid receptor gamma | Type: nuclear hormone receptor | Action: AGONIST
196,acitretin,bile salt export pump,transporter,,Drug: acitretin | Target: bile salt export pump | Type: transporter | Action: nan
197,aclarubicin,5-hydroxytryptamine receptor 2b,gpcr,,Drug: aclarubicin | Target: 5-hydroxytryptamine receptor 2b | Type: gpcr | Action: nan
198,aclarubicin,72 kda type iv collagenase,enzyme,,Drug: aclarubicin | Target: 72 kda type iv collagenase | Type: enzyme | Action: nan
199,aclarubicin,dna topoisomerase 1,enzyme,INHIBITOR,Drug: aclarubicin | Target: dna topoisomerase 1 | Type: enzyme | Action: INHIBITOR
200,aclarubicin,dna topoisomerase ii,enzyme,INHIBITOR,Drug: aclarubicin | Target: dna topoisomerase ii | Type: enzyme | Action: INHIBITOR
201,aclatonium,muscarinic acetylcholine receptor,gpcr,AGONIST,Drug: aclatonium | Target: muscarinic acetylcholine receptor | Type: gpcr | Action: AGONIST
202,acrivastine,multidrug resistance protein 1,transporter,,Drug: acrivastine | Target: multidrug resistance protein 1 | Type: transporter | Action: nan
203,acrivastine,histamine h1 receptor,gpcr,ANTAGONIST,Drug: acrivastine | Target: histamine h1 receptor | Type: gpcr | Action: ANTAGONIST
204,acrivastine,histamine h1 receptor,gpcr,,Drug: acrivastine | Target: histamine h1 receptor | Type: gpcr | Action: nan
205,acyclovir,purine nucleoside phosphorylase,enzyme,,Drug: acyclovir | Target: purine nucleoside phosphorylase | Type: enzyme | Action: nan
206,acyclovir,thymidine kinase,kinase,,Drug: acyclovir | Target: thymidine kinase | Type: kinase | Action: nan
207,acyclovir,purine nucleoside phosphorylase,enzyme,,Drug: acyclovir | Target: purine nucleoside phosphorylase | Type: enzyme | Action: nan
209,acyclovir,dna polymerase catalytic subunit,enzyme,INHIBITOR,Drug: acyclovir | Target: dna polymerase catalytic subunit | Type: enzyme | Action: INHIBITOR
210,acyclovir,dna polymerase catalytic subunit,enzyme,INHIBITOR,Drug: acyclovir | Target: dna polymerase catalytic subunit | Type: enzyme | Action: INHIBITOR
211,acyclovir,thymidine kinase,kinase,INHIBITOR,Drug: acyclovir | Target: thymidine kinase | Type: kinase | Action: INHIBITOR
212,acyclovir,thymidine kinase,kinase,INHIBITOR,Drug: acyclovir | Target: thymidine kinase | Type: kinase | Action: INHIBITOR
213,adapalene,glycine receptor subunit alpha-1,ion channel,,Drug: adapalene | Target: glycine receptor subunit alpha-1 | Type: ion channel | Action: nan
214,adapalene,retinoic acid receptor alpha,nuclear hormone receptor,,Drug: adapalene | Target: retinoic acid receptor alpha | Type: nuclear hormone receptor | Action: nan
215,adapalene,retinoic acid receptor beta,nuclear hormone receptor,AGONIST,Drug: adapalene | Target: retinoic acid receptor beta | Type: nuclear hormone receptor | Action: AGONIST
216,adapalene,retinoic acid receptor gamma,nuclear hormone receptor,AGONIST,Drug: adapalene | Target: retinoic acid receptor gamma | Type: nuclear hormone receptor | Action: AGONIST
217,adefovir dipivoxil,protein p,polyprotein,INHIBITOR,Drug: adefovir dipivoxil | Target: protein p | Type: polyprotein | Action: INHIBITOR
218,adefovir dipivoxil,dna polymerase subunit gamma-1,enzyme,,Drug: adefovir dipivoxil | Target: dna polymerase subunit gamma-1 | Type: enzyme | Action: nan
219,adefovir dipivoxil,capsid protein,unclassified,,Drug: adefovir dipivoxil | Target: capsid protein | Type: unclassified | Action: nan
220,adenine,xanthine dehydrogenase/oxidase,enzyme,,Drug: adenine | Target: xanthine dehydrogenase/oxidase | Type: enzyme | Action: nan
221,adenine,"phosphatidylinositol 4-kinase, pi4k",kinase,,"Drug: adenine | Target: phosphatidylinositol 4-kinase, pi4k | Type: kinase | Action: nan"
222,adenosine,adenosine receptor a2a,gpcr,AGONIST,Drug: adenosine | Target: adenosine receptor a2a | Type: gpcr | Action: AGONIST
223,adenosine,adenosine receptor a1,gpcr,AGONIST,Drug: adenosine | Target: adenosine receptor a1 | Type: gpcr | Action: AGONIST
224,adenosine,adenosine receptor a2b,gpcr,AGONIST,Drug: adenosine | Target: adenosine receptor a2b | Type: gpcr | Action: AGONIST
225,adenosine,adenosine receptor a3,gpcr,AGONIST,Drug: adenosine | Target: adenosine receptor a3 | Type: gpcr | Action: AGONIST
226,adenosine,adenosine kinase,kinase,,Drug: adenosine | Target: adenosine kinase | Type: kinase | Action: nan
227,adenosine,adenosine deaminase,enzyme,,Drug: adenosine | Target: adenosine deaminase | Type: enzyme | Action: nan
228,adenosine,adenosine receptor a1,gpcr,,Drug: adenosine | Target: adenosine receptor a1 | Type: gpcr | Action: nan
229,adenosine,adenosine receptor a2a,gpcr,,Drug: adenosine | Target: adenosine receptor a2a | Type: gpcr | Action: nan
230,adenosine,adenosine receptor a3,gpcr,,Drug: adenosine | Target: adenosine receptor a3 | Type: gpcr | Action: nan
231,adenosine,adenosine kinase,kinase,,Drug: adenosine | Target: adenosine kinase | Type: kinase | Action: nan
232,adenosine,mitogen-activated protein kinase kinase kinase 7,kinase,,Drug: adenosine | Target: mitogen-activated protein kinase kinase kinase 7 | Type: kinase | Action: nan
233,adenosine,adenosylhomocysteinase,enzyme,,Drug: adenosine | Target: adenosylhomocysteinase | Type: enzyme | Action: nan
234,adenosine,adenosine a2 receptor,gpcr,,Drug: adenosine | Target: adenosine a2 receptor | Type: gpcr | Action: nan
235,adenosine,phosphatidylinositol 4-kinase type 2-alpha,kinase,INHIBITOR,Drug: adenosine | Target: phosphatidylinositol 4-kinase type 2-alpha | Type: kinase | Action: INHIBITOR
236,adenosine,phosphatidylinositol 4-kinase type 2-beta,kinase,INHIBITOR,Drug: adenosine | Target: phosphatidylinositol 4-kinase type 2-beta | Type: kinase | Action: INHIBITOR
237,adenosine,glyceraldehyde-3-phosphate dehydrogenase liver,enzyme,,Drug: adenosine | Target: glyceraldehyde-3-phosphate dehydrogenase liver | Type: enzyme | Action: nan
238,adenosine,camp-dependent protein kinase a,kinase,,Drug: adenosine | Target: camp-dependent protein kinase a | Type: kinase | Action: nan
239,adenosine,"histone-lysine n-methyltransferase, h3 lysine-79 specific",enzyme,,"Drug: adenosine | Target: histone-lysine n-methyltransferase, h3 lysine-79 specific | Type: enzyme | Action: nan"
240,adenosine triphosphate,p2y purinoceptor 1,gpcr,,Drug: adenosine triphosphate | Target: p2y purinoceptor 1 | Type: gpcr | Action: nan
241,adenosine triphosphate,p2x purinoceptor 1,ion channel,AGONIST,Drug: adenosine triphosphate | Target: p2x purinoceptor 1 | Type: ion channel | Action: AGONIST
242,adenosine triphosphate,p2y purinoceptor 4,gpcr,,Drug: adenosine triphosphate | Target: p2y purinoceptor 4 | Type: gpcr | Action: nan
243,adenosine triphosphate,tyrosine-protein kinase jak2,kinase,,Drug: adenosine triphosphate | Target: tyrosine-protein kinase jak2 | Type: kinase | Action: nan
244,adenosine triphosphate,p2y purinoceptor 1,gpcr,,Drug: adenosine triphosphate | Target: p2y purinoceptor 1 | Type: gpcr | Action: nan
245,adenosine triphosphate,p2y purinoceptor 2,gpcr,AGONIST,Drug: adenosine triphosphate | Target: p2y purinoceptor 2 | Type: gpcr | Action: AGONIST
246,adenosine triphosphate,p2y purinoceptor 11,gpcr,,Drug: adenosine triphosphate | Target: p2y purinoceptor 11 | Type: gpcr | Action: nan
247,adenosine triphosphate,transient receptor potential cation channel subfamily m member 4,ion channel,BLOCKER,Drug: adenosine triphosphate | Target: transient receptor potential cation channel subfamily m member 4 | Type: ion channel | Action: BLOCKER
248,adenosine triphosphate,p2y purinoceptor 13,gpcr,AGONIST,Drug: adenosine triphosphate | Target: p2y purinoceptor 13 | Type: gpcr | Action: AGONIST
249,adenosine triphosphate,endoplasmin,membrane other,,Drug: adenosine triphosphate | Target: endoplasmin | Type: membrane other | Action: nan
250,adenosine triphosphate,map kinase-activated protein kinase 2,kinase,,Drug: adenosine triphosphate | Target: map kinase-activated protein kinase 2 | Type: kinase | Action: nan
251,adenosine triphosphate,mitogen-activated protein kinase kinase kinase 7,kinase,,Drug: adenosine triphosphate | Target: mitogen-activated protein kinase kinase kinase 7 | Type: kinase | Action: nan
252,adenosine triphosphate,p2x purinoceptor 4,ion channel,AGONIST,Drug: adenosine triphosphate | Target: p2x purinoceptor 4 | Type: ion channel | Action: AGONIST
253,adenosine triphosphate,uracil nucleotide/cysteinyl leukotriene receptor,gpcr,AGONIST,Drug: adenosine triphosphate | Target: uracil nucleotide/cysteinyl leukotriene receptor | Type: gpcr | Action: AGONIST
254,adenosine triphosphate,p2x purinoceptor 3,ion channel,,Drug: adenosine triphosphate | Target: p2x purinoceptor 3 | Type: ion channel | Action: nan
255,adenosine triphosphate,"heat shock protein 75 kda, mitochondrial",unclassified,,"Drug: adenosine triphosphate | Target: heat shock protein 75 kda, mitochondrial | Type: unclassified | Action: nan"
256,adenosine triphosphate,adenylate kinase 2,kinase,,Drug: adenosine triphosphate | Target: adenylate kinase 2 | Type: kinase | Action: nan
257,adenosine triphosphate,heat shock cognate 71 kda protein,unclassified,,Drug: adenosine triphosphate | Target: heat shock cognate 71 kda protein | Type: unclassified | Action: nan
258,adenosine triphosphate,heat shock 70 kda protein 1a,unclassified,,Drug: adenosine triphosphate | Target: heat shock 70 kda protein 1a | Type: unclassified | Action: nan
259,adenosine triphosphate,transient receptor potential cation channel subfamily m member 4,ion channel,BLOCKER,Drug: adenosine triphosphate | Target: transient receptor potential cation channel subfamily m member 4 | Type: ion channel | Action: BLOCKER
260,adenosine triphosphate,p2x purinoceptor 2,unclassified,AGONIST,Drug: adenosine triphosphate | Target: p2x purinoceptor 2 | Type: unclassified | Action: AGONIST
261,adenosine triphosphate,p2x purinoceptor 4,unclassified,AGONIST,Drug: adenosine triphosphate | Target: p2x purinoceptor 4 | Type: unclassified | Action: AGONIST
262,adenosine triphosphate,p2y purinoceptor 4,gpcr,AGONIST,Drug: adenosine triphosphate | Target: p2y purinoceptor 4 | Type: gpcr | Action: AGONIST
263,adenosine triphosphate,p2x purinoceptor 4,unclassified,AGONIST,Drug: adenosine triphosphate | Target: p2x purinoceptor 4 | Type: unclassified | Action: AGONIST
264,adenosine triphosphate,p2x purinoceptor 6,unclassified,AGONIST,Drug: adenosine triphosphate | Target: p2x purinoceptor 6 | Type: unclassified | Action: AGONIST
265,adenosine triphosphate,p2x purinoceptor 5,unclassified,AGONIST,Drug: adenosine triphosphate | Target: p2x purinoceptor 5 | Type: unclassified | Action: AGONIST
268,adenosine phosphate,"fructose-1,6-bisphosphatase 1",enzyme,,"Drug: adenosine phosphate | Target: fructose-1,6-bisphosphatase 1 | Type: enzyme | Action: nan"
269,adenosine phosphate,"fructose-1,6-bisphosphatase 1",enzyme,,"Drug: adenosine phosphate | Target: fructose-1,6-bisphosphatase 1 | Type: enzyme | Action: nan"
270,adenosine phosphate,proto-oncogene tyrosine-protein kinase src,kinase,,Drug: adenosine phosphate | Target: proto-oncogene tyrosine-protein kinase src | Type: kinase | Action: nan
271,adenosine phosphate,transient receptor potential cation channel subfamily m member 2,ion channel,,Drug: adenosine phosphate | Target: transient receptor potential cation channel subfamily m member 2 | Type: ion channel | Action: nan
272,adenosine phosphate,transient receptor potential cation channel subfamily m member 4,ion channel,GATING INHIBITOR,Drug: adenosine phosphate | Target: transient receptor potential cation channel subfamily m member 4 | Type: ion channel | Action: GATING INHIBITOR
273,adenosine phosphate,pol polyprotein,enzyme,,Drug: adenosine phosphate | Target: pol polyprotein | Type: enzyme | Action: nan
274,adenosine phosphate,alcohol dehydrogenase,enzyme,,Drug: adenosine phosphate | Target: alcohol dehydrogenase | Type: enzyme | Action: nan
275,adenosine phosphate,l-lactate dehydrogenase a chain,enzyme,,Drug: adenosine phosphate | Target: l-lactate dehydrogenase a chain | Type: enzyme | Action: nan
276,adenosine phosphate,ketopantoate reductase,enzyme,,Drug: adenosine phosphate | Target: ketopantoate reductase | Type: enzyme | Action: nan
277,adenosine phosphate,adenylate kinase 2,kinase,,Drug: adenosine phosphate | Target: adenylate kinase 2 | Type: kinase | Action: nan
278,adenosine phosphate,2'-deoxynucleoside 5'-phosphate n-hydrolase 1,enzyme,,Drug: adenosine phosphate | Target: 2'-deoxynucleoside 5'-phosphate n-hydrolase 1 | Type: enzyme | Action: nan
279,adenosine phosphate,2'-deoxynucleoside 5'-phosphate n-hydrolase 1,enzyme,,Drug: adenosine phosphate | Target: 2'-deoxynucleoside 5'-phosphate n-hydrolase 1 | Type: enzyme | Action: nan
280,adinazolam,translocator protein,transporter,,Drug: adinazolam | Target: translocator protein | Type: transporter | Action: nan
281,adinazolam,gaba-a receptor,ion channel,POSITIVE ALLOSTERIC MODULATOR,Drug: adinazolam | Target: gaba-a receptor | Type: ion channel | Action: POSITIVE ALLOSTERIC MODULATOR
282,adiphenine,histamine h1 receptor,gpcr,,Drug: adiphenine | Target: histamine h1 receptor | Type: gpcr | Action: nan
283,adiphenine,muscarinic acetylcholine receptor,gpcr,,Drug: adiphenine | Target: muscarinic acetylcholine receptor | Type: gpcr | Action: nan
284,agomelatine,5-hydroxytryptamine receptor 2a,gpcr,ANTAGONIST,Drug: agomelatine | Target: 5-hydroxytryptamine receptor 2a | Type: gpcr | Action: ANTAGONIST
285,agomelatine,5-hydroxytryptamine receptor 2b,gpcr,ANTAGONIST,Drug: agomelatine | Target: 5-hydroxytryptamine receptor 2b | Type: gpcr | Action: ANTAGONIST
286,agomelatine,melatonin receptor,gpcr,,Drug: agomelatine | Target: melatonin receptor | Type: gpcr | Action: nan
287,agomelatine,melatonin receptor,gpcr,,Drug: agomelatine | Target: melatonin receptor | Type: gpcr | Action: nan
288,agomelatine,5-hydroxytryptamine receptor 2c,gpcr,ANTAGONIST,Drug: agomelatine | Target: 5-hydroxytryptamine receptor 2c | Type: gpcr | Action: ANTAGONIST
289,agomelatine,melatonin receptor type 1a,gpcr,AGONIST,Drug: agomelatine | Target: melatonin receptor type 1a | Type: gpcr | Action: AGONIST
290,agomelatine,melatonin receptor type 1b,gpcr,AGONIST,Drug: agomelatine | Target: melatonin receptor type 1b | Type: gpcr | Action: AGONIST
291,ajmaline,sodium channel protein type 5 subunit alpha,ion channel,INHIBITOR,Drug: ajmaline | Target: sodium channel protein type 5 subunit alpha | Type: ion channel | Action: INHIBITOR
292,ajmaline,cytochrome p450 2d6,enzyme,,Drug: ajmaline | Target: cytochrome p450 2d6 | Type: enzyme | Action: nan
293,ajmaline,potassium voltage-gated channel subfamily d member 3,ion channel,INHIBITOR,Drug: ajmaline | Target: potassium voltage-gated channel subfamily d member 3 | Type: ion channel | Action: INHIBITOR
294,ajmaline,potassium voltage-gated channel subfamily a member 5,ion channel,INHIBITOR,Drug: ajmaline | Target: potassium voltage-gated channel subfamily a member 5 | Type: ion channel | Action: INHIBITOR
295,alacepril,angiotensin-converting enzyme,enzyme,INHIBITOR,Drug: alacepril | Target: angiotensin-converting enzyme | Type: enzyme | Action: INHIBITOR
296,alatrofloxacin,topoisomerase iv,enzyme,INHIBITOR,Drug: alatrofloxacin | Target: topoisomerase iv | Type: enzyme | Action: INHIBITOR
297,alatrofloxacin,dna gyrase,enzyme,INHIBITOR,Drug: alatrofloxacin | Target: dna gyrase | Type: enzyme | Action: INHIBITOR
298,albendazole,tubulin alpha chain,structural,,Drug: albendazole | Target: tubulin alpha chain | Type: structural | Action: nan
299,albendazole,tubulin,structural,INHIBITOR,Drug: albendazole | Target: tubulin | Type: structural | Action: INHIBITOR
